Transaction Date,Owner,Ticker,Asset Name,Asset Type,Transaction Type,Amount,Comment,Last Name,First Name,Date Received
11/21/2023,Self,--,Arlington CNTY VA Go Pub Rate/Coupon: 5.00% Matures: 06/15/2038,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,12/19/2023
11/17/2023,Self,--,Washington ST MTR Veh Rate/Coupon: 5.00% Matures: 06/01/2039,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,12/19/2023
11/16/2023,Self,--,Virginia Port Auth Rate/Coupon: 5.00% Matures: 07/01/2043,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,12/19/2023
11/16/2023,Self,--,Spotsylvania CNTY VA WTR & SWR SYS Rev Rate/Coupon: 5.00% Matures: 12/01/2047,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,12/19/2023
11/15/2023,Self,--,Virginia Comwlth Transn Rate/Coupon: 4.00% Matures: 05/15/2042,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,12/19/2023
11/14/2023,Self,--,Palm BCH CNTY FL Pub Rate/Coupon: 5.00% Matures: 05/01/2038,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,12/19/2023
11/14/2023,Self,--,Virginia ST Re Be 5.00 % Rate/Coupon: 5.00% Matures: 11/01/2034,Municipal Security,Purchase,"$50,001 - $100,000",--,Warner,Mark R,12/19/2023
11/14/2023,Self,--,Richmond VA Pub Util Rev Rate/Coupon: 4.00% Matures: 01/15/2040,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,12/19/2023
11/14/2023,Self,--,Dripping Springs TX Indep Schdist Ref Unltd Tax Rate/Coupon: 5.00% Matures: 02/15/2053,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,12/19/2023
11/13/2023,Self,--,Virginia ST Res Auth Rate/Coupon: 4.00% Matures: 11/01/2043,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,12/19/2023
11/10/2023,Self,--,Sarasota CNTY FL Cap Rate/Coupon: 5.00% Matures: 10/01/2042,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,12/19/2023
11/09/2023,Self,--,Austin TX Pub Impt RFDG Rate/Coupon: 5.00% Matures: 09/01/2040,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,12/19/2023
11/08/2023,Self,--,Virginia Comwlth Transn Rate/Coupon: 4.00% Matures: 05/15/2042,Municipal Security,Purchase,"$100,001 - $250,000",--,Warner,Mark R,12/19/2023
11/08/2023,Self,--,Fairfax CNTY VA WTR Auth Rate/Coupon: 5.00% Matures: 04/01/2041,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,12/19/2023
11/07/2023,Self,--,Washington ST Var Purp Rate/Coupon: 5.00% Matures: 02/01/2039,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,12/19/2023
11/07/2023,Self,--,District Columbia Go BDS Rate/Coupon: 5.00% Matures: 01/01/2043,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,12/19/2023
11/07/2023,Self,--,Fairfax CNTY VA SWR Rev Rate/Coupon: 4.00% Matures: 07/15/2040,Municipal Security,Purchase,"$250,001 - $500,000",--,Warner,Mark R,12/19/2023
11/07/2023,Self,--,Arlington CNTY VA G/O Rate/Coupon: 4.00% Matures: 06/15/2040,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,12/19/2023
11/07/2023,Self,--,Hampton Roads VA Transprtn Accountability Commn SR Lien-Ser A Rate/Coupon: 5.00% Matures: 07/01/2050,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Warner,Mark R,12/19/2023
11/27/2023,Spouse,WFC,Wells Fargo & Company,Stock,Sale (Partial),"$1,001 - $15,000",--,Capito,Shelley M,12/19/2023
11/27/2023,Spouse,SHEL,Royal Dutch Shell Plc ADR,Stock,Sale (Full),"$1,001 - $15,000",--,Capito,Shelley M,12/19/2023
12/05/2023,Spouse,WFC,Wells Fargo & Company Common Stock,Stock,Purchase,"$1,001 - $15,000",Dividend Reinvestment,"McConnell, Jr.",A. Mitchell,12/18/2023
12/14/2023,Spouse,--,"181-Fairhope Ave 2023, LLC Company: 181-Fairhope Ave 2023, LLC
                                                    
                                                         (Daphne, AL) Description: Investment and development of real property in Alabama",Other Securities,Purchase,"$15,001 - $50,000",--,Britt,Katie,12/15/2023
11/22/2023,Joint,MDLZ,"Mondelez International, Inc. - Class A Common Stoc Option Type: Put Strike price: $70.00 Expires: 01/19/2024",Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,12/15/2023
11/21/2023,Joint,CLF,Cleveland-Cliffs Inc Option Type: Call Strike price: $20.00 Expires: 07/19/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,12/15/2023
11/21/2023,Joint,KEY,KeyCorp Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,12/15/2023
11/21/2023,Joint,FGBI,First Gurty Banc,Stock,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,12/15/2023
11/20/2023,Joint,ABBV,Abbvie Inc Option Type: Put Strike price: $130.00 Expires: 09/20/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,12/15/2023
11/16/2023,Joint,BMY,Bristol-Myers Squibb Company Option Type: Put Strike price: $50.00 Expires: 06/21/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,12/15/2023
11/15/2023,Joint,AMAT,Applied Materials Option Type: Put Strike price: $135.00 Expires: 09/20/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,12/15/2023
11/15/2023,Joint,MCHP,Microchip Technology Option Type: Put Strike price: $80.00 Expires: 10/18/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,12/15/2023
11/14/2023,Joint,OXY,Occidental Petroleum Corp Option Type: Call Strike price: $65.00 Expires: 06/21/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,12/15/2023
11/14/2023,Joint,OXY,Occidental Petroleum Corp Option Type: Put Strike price: $60.00 Expires: 05/17/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,12/15/2023
11/09/2023,Joint,CLF,Cleveland-Cliffs Inc Option Type: Call Strike price: $20.00 Expires: 01/17/2025,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,12/15/2023
11/09/2023,Joint,MSFT,Microsoft Corporation - Common Stock Option Type: Put Strike price: $305.00 Expires: 09/20/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,12/15/2023
11/07/2023,Joint,X,United States Steel Corp Option Type: Put Strike price: $20.00 Expires: 06/21/2024,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,12/15/2023
11/07/2023,Self,SHY,iShares 1-3 Year Treasury Bond ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,Boozman,John,12/12/2023
11/07/2023,Self,CMBS,iShares CMBS Bond ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,Boozman,John,12/12/2023
11/29/2023,Self,TLT,20+ Year Treas Bond Ishares ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,Boozman,John,12/12/2023
11/07/2023,Self,AGZ,iShares  Agency Bond ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,Boozman,John,12/12/2023
11/07/2023,Self,GBIL,Goldman Sachs Access Treasury 0-1 Year ETF,Stock,Sale (Partial),"$1,001 - $15,000",--,Boozman,John,12/12/2023
11/07/2023,Self,GIGB,Goldman Sachs Access Investment Grade Corporate Bo,Stock,Sale (Partial),"$1,001 - $15,000",--,Boozman,John,12/12/2023
11/07/2023,Self,JMBS,Janus Henderson Mortgage-Backed Securities ETF,Stock,Purchase,"$1,001 - $15,000",--,Boozman,John,12/12/2023
11/29/2023,Self,SHY,iShares 1-3 Year Treasury Bond ETF,Stock,Purchase,"$1,001 - $15,000",--,Boozman,John,12/12/2023
11/08/2023,Self,TLH,iShares 10-20 Year Treasury Bond ETF,Stock,Purchase,"$1,001 - $15,000",--,Boozman,John,12/12/2023
11/07/2023,Self,TLT,20+ Year Treas Bond Ishares ETF,Stock,Purchase,"$1,001 - $15,000",--,Boozman,John,12/12/2023
11/07/2023,Self,MBB,iShares MBS ETF,Stock,Purchase,"$1,001 - $15,000",--,Boozman,John,12/12/2023
11/30/2023,Spouse,MSFT,Microsoft Corp,Stock,Sale (Partial),"$1,001 - $15,000",--,Capito,Shelley M,12/11/2023
11/27/2023,Self,--,Washington St. General Obligation Bond Rate/Coupon: 5.0% Matures: 08/01/2044,Municipal Security,Purchase,"$100,001 - $250,000",--,Scott,Rick,12/10/2023
11/27/2023,Spouse,--,Washington St. General Obligation Bond Rate/Coupon: 5.0% Matures: 08/01/2044,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Scott,Rick,12/10/2023
11/27/2023,Spouse,--,Washington St. General Obligation Bond Rate/Coupon: 5.0% Matures: 08/01/2044,Municipal Security,Purchase,"$250,001 - $500,000",--,Scott,Rick,12/10/2023
11/27/2023,Spouse,--,Washington St. General Obligation Bond Rate/Coupon: 5.0% Matures: 08/01/2044,Municipal Security,Purchase,"$250,001 - $500,000",--,Scott,Rick,12/10/2023
11/21/2023,Self,--,District of Columbia Income Tax Revenue Bond Rate/Coupon: 5.0% Matures: 03/01/2044,Municipal Security,Purchase,"$100,001 - $250,000",--,Scott,Rick,12/10/2023
11/21/2023,Spouse,--,District of Columbia Income Tax Revenue Bond Rate/Coupon: 5.0% Matures: 03/01/2044,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Scott,Rick,12/10/2023
11/21/2023,Spouse,--,District of Columbia Income Tax Revenue Bond Rate/Coupon: 5.0% Matures: 03/01/2044,Municipal Security,Purchase,"$500,001 - $1,000,000",--,Scott,Rick,12/10/2023
11/21/2023,Spouse,--,District of Columbia Income Tax Revenue Bond Rate/Coupon: 5.0% Matures: 03/01/2044,Municipal Security,Purchase,"$250,001 - $500,000",--,Scott,Rick,12/10/2023
11/09/2023,Self,--,Arizona Board of Regents University of Arizona Sys Revenue Bond Rate/Coupon: 5.0% Matures: 06/01/2041,Municipal Security,Purchase,"$100,001 - $250,000","Notified to filer no earlier than November 10, 2023",Scott,Rick,12/10/2023
11/09/2023,Spouse,--,Arizona Board of Regents University of Arizona Sys Revenue Bond Rate/Coupon: 5.0% Matures: 06/01/2041,Municipal Security,Purchase,"$500,001 - $1,000,000","Notified to filer no earlier than November 10, 2023",Scott,Rick,12/10/2023
11/09/2023,Spouse,--,Arizona Board of Regents University of Arizona Sys Revenue Bond Rate/Coupon: 5.0% Matures: 06/01/2041,Municipal Security,Purchase,"$250,001 - $500,000","Notified to filer no earlier than November 10, 2023",Scott,Rick,12/10/2023
11/09/2023,Spouse,--,Arizona Board of Regents University of Arizona Sys Revenue Bond Rate/Coupon: 5.0% Matures: 06/01/2041,Municipal Security,Purchase,"$250,001 - $500,000","Notified to filer no earlier than November 10, 2023",Scott,Rick,12/10/2023
11/09/2023,Self,--,Hampton Roads Transn Accountability Commn Revenue Bond Rate/Coupon: 5.0% Matures: 07/01/2045,Municipal Security,Purchase,"$100,001 - $250,000","Notified to filer no earlier than November 10, 2023",Scott,Rick,12/10/2023
11/09/2023,Spouse,--,Hampton Roads Transn Accountability Commn Revenue Bond Rate/Coupon: 5.0% Matures: 07/01/2045,Municipal Security,Purchase,"$500,001 - $1,000,000","Notified to filer no earlier than November 10, 2023",Scott,Rick,12/10/2023
11/09/2023,Spouse,--,Hampton Roads Transn Accountability Commn Revenue Bond Rate/Coupon: 5.0% Matures: 07/01/2045,Municipal Security,Purchase,"$250,001 - $500,000","Notified to filer no earlier than November 10, 2023",Scott,Rick,12/10/2023
11/09/2023,Spouse,--,Hampton Roads Transn Accountability Commn Revenue Bond Rate/Coupon: 5.0% Matures: 07/01/2045,Municipal Security,Purchase,"$250,001 - $500,000","Notified to filer no earlier than November 10, 2023",Scott,Rick,12/10/2023
11/08/2023,Self,CELH,Celsius Holdings Inc,Stock,Purchase,"$1,001 - $15,000",--,Whitehouse,Sheldon,12/07/2023
11/29/2023,Spouse,VLTO,Veralto Corporation,Stock,Sale (Full),"$1,001 - $15,000",Stock was received as a result of a spin-off with Danaher on 10/4/23.,Whitehouse,Sheldon,12/07/2023
11/29/2023,Self,VLTO,Veralto Corporation,Stock,Sale (Full),"$1,001 - $15,000","Stock was received as result of a spin-off with Danaher on 10/4/23.
Underlying asset of The Sheldon Whitehouse Trust-2004.",Whitehouse,Sheldon,12/07/2023
11/16/2023,Self,KMB,Kimberly-Clark Corp,Stock,Sale (Full),"$50,001 - $100,000",--,Whitehouse,Sheldon,12/07/2023
11/29/2023,Self,VLTO,Veralto Corporation,Stock,Sale (Full),"$1,001 - $15,000","Stock was received as result of spin-off with Danaher on 10/4/23.
Underlying asset of Sheldon Whitehouse Family Trust.",Whitehouse,Sheldon,12/07/2023
11/07/2023,Self,--,TOMBALL TEX COMBINATION TAX REV CTFS OBLIG 2022 Rate/Coupon: 5.0 Matures: 02/15/2029,Municipal Security,Purchase,"$15,001 - $50,000",--,"Manchin, III",Joseph,12/06/2023
11/02/2023,Self,--,WILL CNTY ILL GO BDS 2016 DUE 11/15/2029 DATED 08/24/2016 4.00% INTEREST Rate/Coupon: 4.00% Matures: 11/15/2029,Municipal Security,Purchase,"$15,001 - $50,000",--,Peters,Gary C,12/01/2023
10/31/2023,Joint,--,CLEAR CREEK TEX INDPT SCH DIST UNLTD TAX REF BDS 2023 Rate/Coupon: 5.0% Matures: 02/15/2038,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,11/28/2023
10/27/2023,Joint,--,NEW YORK N Y CITY MUN WTR FIN AUTH WTR & SWR SYS REV REV BDS 2015 FF Rate/Coupon: 5.0% Matures: 06/15/2039,Municipal Security,Purchase,"$50,001 - $100,000",--,Mullin,Markwayne,11/28/2023
10/26/2023,Joint,--,Oklahoma Transn Auth OK F/K/A Rate/Coupon: 5.0% Matures: 01/01/2025,Municipal Security,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,11/28/2023
11/16/2023,Joint,--,Oklahoma Dev Fin Auth Lease RE Rate/Coupon: 5.0% Matures: 12/01/2029,Municipal Security,Purchase,"$15,001 - $50,000",--,Mullin,Markwayne,11/28/2023
10/23/2023,Spouse,--,MAINE ST TPK AUTH RE REV BOND Rate/Coupon: 4.0% Matures: 07/01/2031,Municipal Security,Purchase,"$15,001 - $50,000",--,"King, Jr.",Angus S,11/28/2023
11/16/2023,Spouse,AORT,"Artivion, Inc. Common Stock",Stock,Purchase,"$50,001 - $100,000",Underlying asset of Truchas Capital 401k Plan,Smith,Tina,11/20/2023
11/08/2023,Spouse,TCMD,"Tactile Systems Technology, Inc. - Common Stock",Stock,Purchase,"$100,001 - $250,000",Underlying asset of Truchas Capital 401k Plan,Smith,Tina,11/20/2023
11/10/2023,Spouse,AORT,"Artivion, Inc. Common Stock",Stock,Purchase,"$50,001 - $100,000",Underlying asset of Truchas Capital 401k Plan,Smith,Tina,11/20/2023
10/31/2023,Joint,KMB,Kimberly-Clark Corporation Common Stock Option Type: Put Strike price: $115.00 Expires: 06/21/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/31/2023,Joint,CLX,Clorox Company Option Type: Put Strike price: $135.00 Expires: 06/21/2024,Stock Option,Sale (Full),"$50,001 - $100,000",--,Tuberville,Thomas H,11/16/2023
10/31/2023,Joint,CLF,Cleveland-Cliffs Inc Option Type: Call Strike price: $17.00 Expires: 06/21/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/31/2023,Joint,CLF,Cleveland-Cliffs Inc Option Type: Call Strike price: $17.00 Expires: 06/21/2024,Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/31/2023,Joint,KMB,Kimberly-Clark Corporation Common Stock,Stock,Sale (Full),"$100,001 - $250,000",--,Tuberville,Thomas H,11/16/2023
10/31/2023,Joint,HPQ,HP Inc. Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/31/2023,Joint,CLX,Clorox Company (The) Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/31/2023,Joint,CLX,Clorox Company (The) Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/31/2023,Joint,CLX,Clorox Company (The) Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/31/2023,Joint,CLX,Clorox Company (The) Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/31/2023,Joint,CLX,Clorox Company (The) Common Stock,Stock,Sale (Partial),"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/31/2023,Joint,CLX,Clorox Company (The) Common Stock,Stock,Sale (Partial),"$100,001 - $250,000",--,Tuberville,Thomas H,11/16/2023
10/30/2023,Joint,HPQ,HP Inc. Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/25/2023,Joint,CLX,Clorox Company (The) Common Stock,Stock,Purchase,"$100,001 - $250,000",--,Tuberville,Thomas H,11/16/2023
10/23/2023,Joint,HPQ,HP Inc. Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/23/2023,Joint,HPQ,HP Inc. Common Stock,Stock,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/23/2023,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/18/2023,Joint,CLF,Cleveland-Cliffs Inc. Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,AMAT,"Applied Materials, Inc. - Common Stock Option Type: Put Strike price: $140.00 Expires: 04/19/2024",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,AMAT,"Applied Materials, Inc. - Common Stock Option Type: Put Strike price: $140.00 Expires: 04/19/2024",Stock Option,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,TSLA,"Tesla, Inc.  - Common Stock Option Type: Put Strike price: $190.00 Expires: 12/15/2023",Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,TSLA,"Tesla, Inc.  - Common Stock Option Type: Put Strike price: $190.00 Expires: 12/15/2023",Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,TSLA,"Tesla, Inc.  - Common Stock Option Type: Put Strike price: $190.00 Expires: 12/15/2023",Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,KO,Coca-Cola Company (The) Common Stock Option Type: Put Strike price: $60.00 Expires: 12/15/2023,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,KO,Coca-Cola Company (The) Common Stock Option Type: Put Strike price: $60.00 Expires: 12/15/2023,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock Option Type: Put Strike price: $150.00 Expires: 06/21/2024,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock Option Type: Put Strike price: $150.00 Expires: 06/21/2024,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock Option Type: Put Strike price: $150.00 Expires: 06/21/2024,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock Option Type: Put Strike price: $180.00 Expires: 06/21/2024,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock Option Type: Put Strike price: $180.00 Expires: 06/21/2024,Stock Option,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,WU,Western Union Company (The) Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,UNP,Union Pacific Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,MMM,3M Company Common Stock,Stock,Purchase,"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,TSLA,"Tesla, Inc.  - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,SCCO,Southern Copper Corporation Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,SWKS,"Skyworks Solutions, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,ROK,"Rockwell Automation, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,RMD,ResMed Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,PHM,"PulteGroup, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,NXPI,NXP Semiconductors N.V. - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,MCO,Moody's Corporation Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,MNST,Monster Beverage Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,MPWR,"Monolithic Power Systems, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,MCHP,Microchip Technology Incorporated - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,MMC,"Marsh & McLennan Companies, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,ITW,Illinois Tool Works Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,GGG,Graco Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,FTNT,"Fortinet, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,META,"Meta Platforms, Inc. - Class A Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,KO,Coca-Cola Company (The) Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,BMY,Bristol-Myers Squibb Company Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,AMAT,"Applied Materials, Inc. - Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,AON,AON Plc,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,WMS,"Advanced Drainage Systems, Inc. Common Stock",Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/17/2023,Joint,ABBV,AbbVie Inc. Common Stock,Stock,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,SKY,Skyline Champion Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,RRC,Range Resources Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,ODFL,"Old Dominion Freight Line, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,NSC,Norfolk Southern Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,MRK,"Merck & Company, Inc. Common Stock (new)",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,JNJ,Johnson & Johnson Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,JKHY,"Jack Henry & Associates, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,GSK,Gsk Plc ADR,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,GIS,"General Mills, Inc. Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,DIOD,Diodes Incorporated - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,CBSH,"Commerce Bancshares, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,CRUS,"Cirrus Logic, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,CSX,CSX Corporation - Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,ADP,"Automatic Data Processing, Inc. - Common Stock",Stock,Sale (Full),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/16/2023,Joint,A,Agilent Technologies,Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock Option Type: Call Strike price: $180.00 Expires: 04/19/2024,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,X,United States Steel Corp Option Type: Call Strike price: $25.00 Expires: 06/21/2024,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,LPX,Louisiana-Pacific Corporation Common Stock Option Type: Call Strike price: $70.00 Expires: 05/17/2024,Stock Option,Purchase,"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,TXN,Texas Instruments Incorporated - Common Stock Option Type: Put Strike price: $150.00 Expires: 06/21/2024,Stock Option,Sale (Full),"$15,001 - $50,000",--,Tuberville,Thomas H,11/16/2023
10/11/2023,Joint,X,United States Steel Corporation Common Stock,Stock,Sale (Partial),"$1,001 - $15,000",--,Tuberville,Thomas H,11/16/2023
